valorSim - custoSim,v0,custoSim,valorSim,QProj,QProjNovos,QProje,Qproja,QProjDiv,QProjDiva,QProjDive,QProjnDiv,TCongP,TCongReP,NecRecP,NecRecPa,NecRecPe,OrTotal,QRecMax,QProjCong,QProjCongE,QProjCongA,RetMnTotalProj,RetMxTotalProj,RetMnTotalA,RetMxTotalA,DesemMxProj,DesemMnProj,VPLMnTotal,VPLMxTotal,CustoMnTotal,CustoMxTotal,VPLMnTotalA,VPLMxTotalA,VPLMnTotalE,VPLMxTotalE,CustoMnTotalCong,CustoMxTotalCong,
140.67,1.99,58.02,198.69,8.00,4.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,5.00,15.23,24.61,60.90,36.70,4.16,5.00,2.00,1.00,123.82,501.75,371.46,1505.25,159.84,36.11,107.16,425.39,61.91,250.88,61.91,752.63,107.16,425.39,71.82,312.83,
184.96,2.90,33.24,218.20,5.00,0.00,2.00,1.00,1.00,0.00,0.00,4.00,0.00,1.00,11.88,13.32,29.70,43.33,5.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,264.19,48.29,61.07,290.58,0.00,0.00,0.00,0.00,61.07,290.58,10.96,80.04,
-26.87,2.75,26.87,0.00,7.00,0.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,18.76,31.25,65.67,22.61,6.77,2.00,1.00,0.00,0.00,0.00,0.00,0.00,280.94,40.15,92.02,514.64,0.00,0.00,0.00,0.00,92.02,514.64,16.27,130.80,
-47.49,2.50,47.49,0.00,9.00,2.00,4.00,3.00,3.00,1.00,1.00,6.00,0.00,3.00,31.76,62.59,142.93,-1.07,7.90,3.00,1.00,1.00,64.45,456.77,193.35,1370.31,279.13,42.41,140.63,795.08,32.23,228.39,32.23,685.16,140.63,795.08,39.47,266.92,
94.78,2.96,65.17,159.96,8.00,3.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,34.44,52.80,137.74,1.57,8.55,4.00,2.00,1.00,190.22,764.97,570.67,2294.92,253.77,37.87,146.22,765.36,95.11,382.49,95.11,1147.46,146.22,765.36,30.60,172.58,
279.25,4.35,59.11,338.35,7.00,1.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,4.00,21.48,28.73,75.17,22.98,6.72,4.00,2.00,1.00,49.57,597.58,148.70,1792.73,214.75,27.58,76.19,562.30,24.78,298.79,24.78,896.36,76.19,562.30,36.93,155.07,
47.63,4.56,34.31,81.93,7.00,2.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,5.00,16.71,29.18,58.50,28.65,5.91,5.00,2.00,1.00,97.76,535.01,293.29,1605.04,189.11,33.40,86.24,437.68,48.88,267.51,48.88,802.52,86.24,437.68,61.76,281.44,
193.00,5.50,33.42,226.42,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,3.00,17.35,24.41,52.06,33.91,6.02,3.00,1.00,1.00,0.00,0.00,0.00,0.00,186.89,31.75,50.60,252.64,0.00,0.00,0.00,0.00,50.60,252.64,34.12,162.94,
-31.45,5.32,31.45,0.00,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,18.43,25.38,64.51,30.51,5.64,3.00,1.00,1.00,26.13,102.55,78.40,307.66,163.66,27.65,68.93,340.20,13.07,51.28,13.07,153.83,68.93,340.20,47.64,226.21,
9.69,5.34,39.59,49.27,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,17.05,27.52,68.19,31.63,4.80,3.00,1.00,1.00,108.78,502.37,326.35,1507.11,164.82,31.03,100.29,464.46,54.39,251.19,54.39,753.56,100.29,464.46,64.57,276.85,
146.04,6.05,38.47,184.51,8.00,2.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,2.00,33.46,59.03,133.84,12.80,7.15,2.00,1.00,0.00,43.42,125.37,130.25,376.11,163.09,27.69,80.06,382.48,21.71,62.68,21.71,188.05,80.06,382.48,25.42,99.63,
10.55,6.07,57.20,67.76,8.00,3.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,2.00,42.16,76.52,168.63,-2.78,9.10,2.00,1.00,0.00,84.88,506.22,254.63,1518.65,209.38,32.29,97.74,532.22,42.44,253.11,42.44,759.32,97.74,532.22,23.25,117.54,
89.49,6.48,51.89,141.38,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,1.00,23.01,28.95,69.03,23.81,7.70,1.00,0.00,0.00,40.74,205.78,122.23,617.34,221.93,40.61,77.04,357.66,20.37,102.89,20.37,308.67,77.04,357.66,20.37,102.89,
48.75,6.70,38.33,87.08,6.00,2.00,3.00,2.00,0.00,0.00,0.00,6.00,0.00,0.00,20.94,30.69,62.81,23.83,7.70,0.00,0.00,0.00,90.11,340.14,270.32,1020.43,197.53,32.96,81.00,377.71,45.05,170.07,45.05,510.22,81.00,377.71,0.00,0.00,
107.86,7.20,46.27,154.13,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,21.19,26.38,63.57,29.06,6.82,2.00,1.00,0.00,15.84,106.42,47.53,319.26,212.29,29.98,59.56,362.50,7.92,53.21,7.92,159.63,59.56,362.50,17.29,103.08,
-24.22,7.04,41.04,16.82,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,39.34,54.95,137.68,0.02,10.00,3.00,1.00,1.00,32.08,253.18,96.25,759.54,230.42,33.85,92.90,520.05,16.04,126.59,16.04,379.77,92.90,520.05,39.29,226.03,
29.96,7.16,57.64,87.59,8.00,4.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,32.63,54.00,130.51,7.54,7.81,3.00,1.00,1.00,142.73,693.58,428.19,2080.75,211.90,34.05,113.85,584.72,71.36,346.79,71.36,1040.38,113.85,584.72,35.34,212.35,
174.00,7.99,50.12,224.12,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,4.00,20.78,30.22,62.35,23.68,7.72,3.00,1.00,1.00,25.22,160.86,75.65,482.57,187.21,23.94,53.16,334.87,12.61,80.43,12.61,241.29,53.16,334.87,18.39,98.78,
-6.95,7.92,34.32,27.37,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,3.00,21.47,31.40,64.41,21.52,8.08,2.00,1.00,0.00,44.52,283.97,133.56,851.92,274.43,37.35,72.54,446.30,22.26,141.99,22.26,425.96,72.54,446.30,7.45,22.89,
14.41,7.95,35.12,49.53,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,5.00,23.74,29.44,71.23,32.79,6.20,4.00,2.00,1.00,0.00,0.00,0.00,0.00,242.66,30.32,55.44,365.33,0.00,0.00,0.00,0.00,55.44,365.33,22.64,136.80,
-37.31,7.73,37.31,0.00,8.00,2.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,5.00,27.72,50.27,110.86,21.79,6.03,4.00,2.00,1.00,27.60,98.02,82.81,294.07,236.75,32.70,91.97,568.08,13.80,49.01,13.80,147.03,91.97,568.08,30.65,171.19,
-1.47,7.68,48.31,46.85,8.00,2.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,31.47,48.99,125.89,3.73,8.28,4.00,2.00,1.00,89.52,702.32,268.57,2106.96,297.08,39.54,116.03,769.79,44.76,351.16,44.76,1053.48,116.03,769.79,37.88,272.65,
181.28,8.55,59.72,241.01,8.00,2.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,4.00,29.82,54.55,119.28,8.48,7.69,4.00,2.00,1.00,95.74,643.51,287.21,1930.54,273.18,39.12,110.67,672.53,47.87,321.76,47.87,965.27,110.67,672.53,46.04,346.35,
247.27,9.74,54.88,302.15,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,30.28,54.76,105.98,17.77,7.46,3.00,1.00,1.00,70.47,330.92,211.40,992.76,276.39,45.56,101.69,535.95,35.23,165.46,35.23,496.38,101.69,535.95,36.19,228.28,
135.24,10.37,51.84,187.07,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,34.89,56.40,122.12,11.22,8.40,4.00,2.00,1.00,27.68,158.32,83.04,474.97,260.48,36.89,88.88,525.48,13.84,79.16,13.84,237.48,88.88,525.48,51.51,324.29,
-14.89,10.24,47.82,32.92,7.00,1.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,21.63,35.14,75.71,29.73,5.75,5.00,2.00,1.00,60.53,348.60,181.59,1045.81,228.11,33.79,96.19,577.61,30.26,174.30,30.26,522.90,96.19,577.61,77.19,474.75,
99.02,10.69,40.47,139.49,8.00,4.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,30.23,49.70,120.94,12.97,7.13,5.00,2.00,1.00,179.65,1111.94,538.96,3335.81,235.95,34.26,120.75,717.07,89.83,555.97,89.83,1667.91,120.75,717.07,84.54,520.84,
378.90,12.53,44.06,422.96,5.00,0.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,23.10,26.37,57.75,33.48,7.30,2.00,1.00,0.00,0.00,0.00,0.00,0.00,220.56,45.47,52.08,233.46,0.00,0.00,0.00,0.00,52.08,233.46,24.38,121.24,
-36.62,12.28,36.62,0.00,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,21.51,29.77,75.28,41.45,4.08,4.00,2.00,1.00,57.31,272.97,171.92,818.90,168.78,38.52,78.43,332.44,28.65,136.48,28.65,409.45,78.43,332.44,43.89,184.19,
37.21,12.41,28.55,65.76,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,26.57,36.18,92.98,24.90,6.44,5.00,2.00,1.00,28.94,105.67,86.82,317.01,167.82,34.34,75.54,322.22,14.47,52.84,14.47,158.51,75.54,322.22,47.41,229.74,
-6.70,12.31,45.20,38.50,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,41.25,52.92,144.37,4.27,9.39,4.00,2.00,1.00,25.38,66.85,76.15,200.55,234.66,42.67,106.88,498.69,12.69,33.43,12.69,100.28,106.88,498.69,53.12,276.20,
-30.30,12.10,65.83,35.53,8.00,2.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,41.91,54.38,167.64,0.32,8.71,5.00,2.00,1.00,42.16,269.83,126.48,809.50,250.76,42.80,121.63,601.96,21.08,134.92,21.08,404.75,121.63,601.96,59.71,360.59,
45.88,12.27,69.68,115.57,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,7.00,28.96,56.89,115.84,9.45,7.57,5.00,2.00,1.00,229.73,924.29,689.19,2772.88,274.47,56.22,168.63,728.89,114.86,462.15,114.86,1386.44,168.63,728.89,74.80,390.73,
274.99,13.58,50.53,325.52,7.00,0.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,24.62,36.35,86.18,25.15,6.41,5.00,2.00,1.00,0.00,0.00,0.00,0.00,258.42,45.19,79.30,421.53,0.00,0.00,0.00,0.00,79.30,421.53,43.47,202.48,
-34.94,13.34,34.94,0.00,9.00,2.00,4.00,3.00,6.00,2.00,3.00,3.00,0.00,4.00,40.98,73.30,184.42,-4.12,8.24,4.00,2.00,1.00,85.22,493.80,255.67,1481.41,263.35,43.76,126.08,693.53,42.61,246.90,42.61,740.71,126.08,693.53,46.72,296.35,
123.73,13.89,41.67,165.40,6.00,2.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,2.00,33.39,40.22,100.18,20.39,8.27,2.00,1.00,0.00,75.35,425.29,226.05,1275.87,265.32,36.42,84.35,514.08,37.68,212.64,37.68,637.93,84.35,514.08,37.68,212.64,
168.84,14.66,36.29,205.12,5.00,1.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,15.55,19.98,38.88,37.94,6.41,2.00,1.00,0.00,20.57,149.03,61.71,447.10,192.49,29.54,53.65,320.56,10.28,74.52,10.28,223.55,53.65,320.56,13.03,37.84,
2.23,14.60,21.24,23.47,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,2.00,23.42,33.27,70.26,25.09,7.48,2.00,1.00,0.00,63.09,509.84,189.28,1529.51,232.37,40.55,80.00,450.20,31.55,254.92,31.55,764.75,80.00,450.20,24.06,115.82,
142.89,15.24,19.38,162.27,5.00,0.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,3.00,36.71,43.72,91.78,13.23,11.35,2.00,1.00,0.00,0.00,0.00,0.00,0.00,267.62,46.93,67.87,324.66,0.00,0.00,0.00,0.00,67.87,324.66,33.19,148.90,
-32.44,15.00,32.44,0.00,5.00,1.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,6.00,26.76,26.50,66.90,31.53,7.69,4.00,2.00,1.00,40.76,154.21,122.29,462.63,295.33,52.48,70.04,329.18,20.38,77.10,20.38,231.31,70.04,329.18,49.65,252.08,
37.11,15.12,38.57,75.68,6.00,0.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,8.00,18.40,19.47,55.19,40.91,4.85,5.00,2.00,1.00,0.00,0.00,0.00,0.00,250.89,44.20,69.22,347.48,0.00,0.00,0.00,0.00,69.22,347.48,64.16,314.43,
-28.11,14.90,28.11,0.00,8.00,1.00,4.00,2.00,7.00,2.00,3.00,1.00,0.00,10.00,15.11,29.06,60.43,34.00,4.50,7.00,3.00,2.00,67.58,267.96,202.73,803.88,224.95,42.79,110.57,519.83,33.79,133.98,33.79,401.94,110.57,519.83,104.34,476.58,
90.38,15.28,34.92,125.30,9.00,1.00,4.00,3.00,7.00,2.00,3.00,2.00,0.00,8.00,20.21,44.64,90.93,22.79,5.25,6.00,3.00,2.00,80.14,403.12,240.41,1209.37,203.15,35.46,109.96,556.87,40.07,201.56,40.07,604.68,109.96,556.87,93.18,453.99,
63.40,15.52,36.53,99.93,8.00,1.00,4.00,2.00,7.00,2.00,3.00,1.00,0.00,9.00,28.82,48.23,115.29,12.50,7.19,6.00,3.00,2.00,21.85,81.38,65.55,244.13,180.70,30.24,92.14,471.15,10.93,40.69,10.93,122.06,92.14,471.15,81.83,402.77,
-17.77,15.35,54.90,37.14,8.00,4.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,9.00,39.17,61.62,156.70,-5.47,9.43,6.00,3.00,2.00,197.81,1044.19,593.44,3132.56,233.04,42.70,146.35,714.22,98.91,522.09,98.91,1566.28,146.35,714.22,117.04,546.45,
349.99,17.02,61.54,411.54,5.00,0.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,5.00,22.83,24.52,57.07,26.49,8.70,4.00,2.00,1.00,0.00,0.00,0.00,0.00,275.50,51.03,68.26,309.07,0.00,0.00,0.00,0.00,68.26,309.07,54.10,238.87,
-43.51,16.72,43.51,0.00,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,6.00,28.13,39.50,98.46,17.16,7.55,5.00,2.00,1.00,69.21,246.99,207.63,740.96,302.02,57.00,112.96,515.97,34.60,123.49,34.60,370.48,112.96,515.97,79.71,332.93,
-8.57,16.59,44.83,36.26,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,32.08,45.98,112.27,8.98,8.72,4.00,2.00,1.00,106.55,481.39,319.65,1444.18,318.02,60.99,131.79,613.31,53.28,240.70,53.28,722.09,131.79,613.31,84.86,399.26,
136.22,17.19,49.85,186.07,5.00,0.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,5.00,25.99,27.40,64.98,21.91,9.62,4.00,2.00,1.00,0.00,0.00,0.00,0.00,395.36,65.60,96.29,503.85,0.00,0.00,0.00,0.00,96.29,503.85,90.89,471.90,
-32.65,16.94,32.65,0.00,6.00,2.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,27.80,36.83,83.40,15.76,9.04,4.00,2.00,1.00,177.17,904.94,531.50,2714.83,404.41,62.11,139.10,758.09,88.58,452.47,88.58,1357.41,139.10,758.09,121.83,653.01,
-46.68,16.63,46.68,0.00,8.00,2.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,40.52,64.22,162.08,-12.46,10.31,4.00,2.00,1.00,165.19,954.05,495.58,2862.15,383.11,51.19,160.38,975.39,82.60,477.03,82.60,1431.08,160.38,975.39,121.32,740.34,
325.48,18.17,61.11,386.59,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,5.00,27.15,34.23,81.46,19.75,8.37,4.00,2.00,1.00,0.00,0.00,0.00,0.00,307.58,38.73,79.02,509.64,0.00,0.00,0.00,0.00,79.02,509.64,54.96,352.04,
-50.35,17.83,50.35,0.00,8.00,3.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,7.00,48.02,73.21,192.10,-12.19,10.27,6.00,3.00,2.00,133.63,709.41,400.89,2128.23,289.87,37.85,133.59,818.25,66.81,354.70,66.81,1064.11,133.59,818.25,99.47,582.93,
174.79,18.61,69.95,244.74,8.00,3.00,4.00,2.00,7.00,2.00,3.00,1.00,1.00,7.00,35.47,52.40,141.90,13.91,7.01,6.00,3.00,2.00,107.94,719.97,323.83,2159.92,201.53,26.13,97.16,633.04,53.97,359.99,53.97,1079.96,97.16,633.04,68.40,381.60,
149.75,19.27,56.09,205.84,8.00,3.00,4.00,2.00,7.00,2.00,3.00,1.00,1.00,7.00,32.42,45.67,129.68,22.87,5.89,6.00,3.00,2.00,50.31,498.02,150.92,1494.06,173.35,26.65,70.94,445.61,25.15,249.01,25.15,747.03,70.94,445.61,60.99,385.95,
125.59,19.80,47.23,172.82,8.00,1.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,6.00,29.47,48.57,117.90,30.62,4.92,6.00,3.00,2.00,2.81,6.04,8.43,18.13,151.64,31.61,77.68,321.48,1.41,3.02,1.41,9.07,77.68,321.48,60.41,222.91,
-36.55,19.52,39.48,2.93,9.00,3.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,5.00,22.89,50.62,102.98,32.71,4.14,5.00,2.00,1.00,137.62,512.93,412.85,1538.80,145.53,32.33,113.85,456.49,68.81,256.47,68.81,769.40,113.85,456.49,83.86,310.70,
234.63,20.59,37.39,272.02,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,19.13,37.26,76.51,37.12,4.11,3.00,1.00,1.00,32.92,188.12,98.75,564.37,126.02,27.51,71.24,305.17,16.46,94.06,16.46,282.19,71.24,305.17,28.06,106.26,
50.23,20.74,33.08,83.31,8.00,0.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,22.16,42.13,88.63,23.51,5.81,3.00,1.00,1.00,0.00,0.00,0.00,0.00,166.97,34.30,86.85,366.84,0.00,0.00,0.00,0.00,86.85,366.84,40.53,149.49,
-37.06,20.45,37.06,0.00,9.00,3.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,5.00,29.94,61.56,134.72,7.26,6.97,4.00,2.00,1.00,139.62,519.64,418.85,1558.92,152.93,37.37,135.78,501.61,69.81,259.82,69.81,779.46,135.78,501.61,71.72,241.65,
180.19,21.25,54.81,235.00,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,5.00,28.38,41.60,99.34,12.26,8.25,4.00,2.00,1.00,88.35,345.20,265.04,1035.60,119.27,29.34,92.14,328.19,44.17,172.60,44.17,517.80,92.14,328.19,73.37,259.45,
119.20,21.74,57.84,177.04,7.00,2.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,4.00,25.61,39.32,89.63,17.36,7.52,3.00,1.00,1.00,51.23,233.14,153.70,699.41,131.57,32.97,89.20,307.91,25.62,116.57,25.62,349.70,89.20,307.91,61.13,190.81,
-31.18,21.48,45.26,14.08,7.00,4.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,6.00,22.04,38.67,77.13,23.49,6.64,5.00,2.00,1.00,166.61,520.39,499.84,1561.17,106.24,30.75,107.92,330.20,83.31,260.20,83.31,780.59,107.92,330.20,84.79,271.18,
201.08,22.37,46.61,247.69,5.00,1.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,19.46,23.37,48.66,40.89,5.82,2.00,1.00,0.00,10.97,29.18,32.90,87.54,142.39,37.19,58.51,189.31,5.48,14.59,5.48,43.77,58.51,189.31,9.01,39.64,
-10.56,22.21,19.80,9.24,5.00,2.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,25.02,31.32,62.55,31.50,7.70,2.00,1.00,0.00,98.77,254.47,296.31,763.40,205.15,35.47,74.84,297.65,49.38,127.23,49.38,381.70,74.84,297.65,11.66,86.74,
127.44,22.74,33.87,161.31,4.00,0.00,2.00,1.00,2.00,0.00,1.00,2.00,0.00,3.00,16.68,16.38,33.35,44.48,6.38,2.00,1.00,0.00,0.00,0.00,0.00,0.00,165.89,37.31,38.25,162.58,0.00,0.00,0.00,0.00,38.25,162.58,18.75,83.98,
-17.73,22.53,17.73,0.00,5.00,0.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,4.00,18.47,19.95,46.18,42.13,5.57,3.00,1.00,1.00,0.00,0.00,0.00,0.00,165.06,39.87,48.82,195.05,0.00,0.00,0.00,0.00,48.82,195.05,27.12,111.19,
-27.97,22.28,27.97,0.00,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,4.00,22.53,29.90,78.87,33.08,5.27,3.00,1.00,1.00,38.88,173.11,116.64,519.34,223.06,46.14,84.73,376.03,19.44,86.56,19.44,259.67,84.73,376.03,33.95,137.40,
39.37,22.37,24.72,64.09,7.00,1.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,6.00,19.56,27.37,68.47,32.21,5.40,5.00,2.00,1.00,33.65,251.08,100.94,753.25,125.99,28.73,68.27,293.23,16.82,125.54,16.82,376.63,68.27,293.23,49.71,222.75,
32.67,22.42,30.25,62.92,8.00,1.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,22.50,37.87,90.02,21.91,6.01,3.00,1.00,1.00,23.04,91.85,69.13,275.55,109.35,28.60,76.38,252.52,11.52,45.93,11.52,137.78,76.38,252.52,34.45,87.73,
-2.11,22.30,40.45,38.34,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,4.00,20.69,34.66,82.76,23.66,5.79,3.00,1.00,1.00,81.74,255.33,245.21,766.00,180.96,41.16,105.95,371.41,40.87,127.67,40.87,383.00,105.95,371.41,48.34,124.85,
109.30,22.73,40.53,149.83,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,6.00,21.16,31.65,74.06,23.75,6.61,4.00,2.00,1.00,89.53,234.90,268.59,704.71,211.36,43.60,102.44,404.53,44.76,117.45,44.76,352.35,102.44,404.53,73.59,289.90,
80.97,23.02,40.45,121.42,7.00,0.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,20.42,33.06,71.48,20.83,7.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,249.23,42.95,83.43,415.99,0.00,0.00,0.00,0.00,83.43,415.99,23.69,119.53,
-47.22,22.67,47.22,0.00,8.00,1.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,39.29,79.46,157.16,-9.41,9.93,2.00,1.00,0.00,30.93,135.30,92.80,405.91,244.25,39.97,119.46,606.79,15.47,67.65,15.47,202.95,119.46,606.79,36.96,186.49,
-1.30,22.55,66.40,65.10,8.00,3.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,5.00,36.18,67.00,144.72,2.83,8.40,4.00,2.00,1.00,131.85,713.36,395.55,2140.08,220.97,37.38,127.19,649.59,65.92,356.68,65.92,1070.04,127.19,649.59,61.49,318.68,
191.30,23.39,65.11,256.41,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,3.00,30.90,58.65,108.13,8.21,8.83,3.00,1.00,1.00,95.57,356.67,286.71,1070.00,230.74,46.37,112.76,492.31,47.79,178.33,47.79,535.00,112.76,492.31,30.62,118.22,
91.85,23.74,50.70,142.56,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,2.00,26.70,31.32,80.09,26.64,7.23,2.00,1.00,0.00,101.19,586.70,303.58,1760.09,277.06,61.29,105.79,496.44,50.60,293.35,50.60,880.04,105.79,496.44,21.28,99.53,
135.35,24.29,32.12,167.46,5.00,0.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,3.00,18.48,22.07,46.19,42.46,5.51,3.00,1.00,1.00,0.00,0.00,0.00,0.00,185.04,41.80,58.09,235.58,0.00,0.00,0.00,0.00,58.09,235.58,33.21,153.29,
-10.33,24.12,10.33,0.00,6.00,0.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,2.00,29.78,32.79,89.34,22.49,7.92,2.00,1.00,0.00,0.00,0.00,0.00,0.00,222.24,44.27,82.71,361.56,0.00,0.00,0.00,0.00,82.71,361.56,38.76,170.37,
-39.96,23.80,39.96,0.00,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,32.58,40.51,114.03,18.36,7.38,3.00,1.00,1.00,73.43,358.08,220.28,1074.25,193.92,41.14,111.39,467.48,36.71,179.04,36.71,537.12,111.39,467.48,53.75,231.22,
134.44,24.35,40.04,174.48,7.00,2.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,23.32,31.70,81.60,31.66,5.48,2.00,1.00,0.00,119.22,348.67,357.66,1046.01,170.36,35.46,100.76,383.73,59.61,174.34,59.61,523.01,100.76,383.73,25.85,74.69,
114.61,24.81,37.24,151.84,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,21.50,24.76,64.50,36.95,5.51,2.00,1.00,0.00,35.59,139.49,106.78,418.48,245.84,37.13,66.89,375.53,17.80,69.75,17.80,209.24,66.89,375.53,18.40,99.38,
43.45,24.90,33.15,76.61,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,28.48,39.05,99.67,14.77,7.89,4.00,2.00,1.00,13.56,88.94,40.69,266.83,241.42,36.74,79.03,464.46,6.78,44.47,6.78,133.42,79.03,464.46,39.15,184.37,
-38.67,24.58,55.33,16.66,8.00,1.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,6.00,34.74,53.48,138.95,4.60,8.17,6.00,3.00,2.00,65.59,434.31,196.78,1302.94,296.78,47.44,122.42,701.06,32.80,217.16,32.80,651.47,122.42,701.06,72.03,363.92,
153.56,25.23,54.35,207.91,9.00,3.00,4.00,3.00,8.00,2.00,4.00,1.00,0.00,8.00,42.60,71.29,191.71,-7.39,8.60,7.00,3.00,2.00,151.64,826.87,454.91,2480.60,246.76,40.36,137.92,715.02,75.82,413.43,75.82,1240.30,137.92,715.02,95.37,472.41,
280.84,26.50,66.34,347.18,7.00,0.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,7.00,26.99,45.48,94.48,23.35,6.66,6.00,3.00,2.00,0.00,0.00,0.00,0.00,201.20,30.26,71.19,364.66,0.00,0.00,0.00,0.00,71.19,364.66,64.54,301.30,
-38.86,26.18,38.86,0.00,8.00,3.00,4.00,2.00,7.00,2.00,3.00,1.00,0.00,8.00,31.94,54.19,127.77,11.96,7.25,7.00,3.00,2.00,125.71,504.02,377.12,1512.06,194.70,33.35,111.66,526.10,62.85,252.01,62.85,756.03,111.66,526.10,100.70,495.70,
100.18,26.55,52.07,152.25,7.00,2.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,7.00,31.92,45.83,111.73,17.60,7.49,5.00,2.00,1.00,60.05,424.86,180.16,1274.59,193.83,32.61,82.04,441.09,30.03,212.43,30.03,637.30,82.04,441.09,54.58,320.68,
76.61,26.80,46.43,123.04,6.00,2.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,6.00,28.95,38.08,86.86,28.09,6.99,5.00,2.00,1.00,70.41,273.73,211.24,821.19,188.73,33.10,70.48,313.89,35.21,136.86,35.21,410.59,70.48,313.89,47.10,244.18,
